lineItem/LineItemId,lineItem/UnblendedCost,lineItem/UsageStartDate,product/ServiceCode,product/region,lineItem/UsageAccountId,lineItem/ResourceId,lineItem/UsageType,resourceTags/user:Environment,resourceTags/user:Team,resourceTags/user:Application
id-aws-30,35.00,2026-06-03T00:00:00Z,AmazonRDS,us-east-1,123456789012,rds-mysql-prod,db.m5.large,Production,Backend,WebSaaS
id-aws-31,18.00,2026-06-03T00:00:00Z,AmazonRDS,us-west-2,123456789012,rds-mysql-replica-dev,db.t3.medium,Development,Backend,AdminPortal
id-aws-32,22.50,2026-06-03T00:00:00Z,AmazonEC2,us-east-1,123456789012,nat-0123456789abcdef0,NatGateway-Hours,Production,Ops,Infrastructure
id-aws-33,3.60,2026-06-03T00:00:00Z,AmazonEC2,us-east-1,123456789012,eipalloc-01234567,ElasticIP:Idle,Development,Ops,Infrastructure
id-aws-34,2.40,2026-06-03T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,PublicIPv4:Charge,Production,Frontend,WebSaaS
id-aws-35,4.50,2026-06-03T00:00:00Z,AmazonEC2,us-east-1,123456789012,vol-0a1b2c3d4e5f6g7h8,EBS:Volume,Staging,Ops,Infrastructure
id-aws-36,6.00,2026-06-03T00:00:00Z,AmazonEC2,us-east-1,123456789012,snap-0987654321fedcba,EBS:Snapshot,Production,Ops,Infrastructure
id-aws-37,8.20,2026-06-03T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,DataTransfer-Regional-Bytes,Production,Backend,WebSaaS
id-aws-38,7.80,2026-06-03T00:00:00Z,AmazonCloudWatch,us-east-1,123456789012,log-group-prod-app,CloudWatch-Logs,Production,Backend,WebSaaS
id-aws-39,12.00,2026-06-03T00:00:00Z,AWSELB,us-west-2,123456789012,alb-dev-internal,ElasticLoadBalancing:Idle,Development,Ops,AdminPortal
id-aws-40,48.00,2026-06-04T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,BoxUsage:m5.xlarge,Production,Frontend,WebSaaS
id-aws-41,24.00,2026-06-04T00:00:00Z,AmazonEC2,us-west-2,123456789012,i-0dev987654321abc0,BoxUsage:t3.xlarge,Development,QA,AdminPortal
id-aws-42,12.50,2026-06-04T00:00:00Z,AmazonS3,us-east-1,123456789012,s3-media-assets,TimedStorage-ByteHrs,Production,Frontend,WebSaaS
id-aws-43,35.00,2026-06-04T00:00:00Z,AmazonRDS,us-east-1,123456789012,rds-mysql-prod,db.m5.large,Production,Backend,WebSaaS
id-aws-44,18.00,2026-06-04T00:00:00Z,AmazonRDS,us-west-2,123456789012,rds-mysql-replica-dev,db.t3.medium,Development,Backend,AdminPortal
id-aws-45,22.50,2026-06-04T00:00:00Z,AmazonEC2,us-east-1,123456789012,nat-0123456789abcdef0,NatGateway-Hours,Production,Ops,Infrastructure
id-aws-46,3.60,2026-06-04T00:00:00Z,AmazonEC2,us-east-1,123456789012,eipalloc-01234567,ElasticIP:Idle,Development,Ops,Infrastructure
id-aws-47,2.40,2026-06-04T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,PublicIPv4:Charge,Production,Frontend,WebSaaS
id-aws-48,4.50,2026-06-04T00:00:00Z,AmazonEC2,us-east-1,123456789012,vol-0a1b2c3d4e5f6g7h8,EBS:Volume,Staging,Ops,Infrastructure
id-aws-49,6.00,2026-06-04T00:00:00Z,AmazonEC2,us-east-1,123456789012,snap-0987654321fedcba,EBS:Snapshot,Production,Ops,Infrastructure
id-aws-50,8.20,2026-06-04T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,DataTransfer-Regional-Bytes,Production,Backend,WebSaaS
id-aws-51,7.80,2026-06-04T00:00:00Z,AmazonCloudWatch,us-east-1,123456789012,log-group-prod-app,CloudWatch-Logs,Production,Backend,WebSaaS
id-aws-52,12.00,2026-06-04T00:00:00Z,AWSELB,us-west-2,123456789012,alb-dev-internal,ElasticLoadBalancing:Idle,Development,Ops,AdminPortal
id-aws-53,48.00,2026-06-05T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,BoxUsage:m5.xlarge,Production,Frontend,WebSaaS
id-aws-54,24.00,2026-06-05T00:00:00Z,AmazonEC2,us-west-2,123456789012,i-0dev987654321abc0,BoxUsage:t3.xlarge,Development,QA,AdminPortal
id-aws-55,12.50,2026-06-05T00:00:00Z,AmazonS3,us-east-1,123456789012,s3-media-assets,TimedStorage-ByteHrs,Production,Frontend,WebSaaS
id-aws-56,35.00,2026-06-05T00:00:00Z,AmazonRDS,us-east-1,123456789012,rds-mysql-prod,db.m5.large,Production,Backend,WebSaaS
id-aws-57,18.00,2026-06-05T00:00:00Z,AmazonRDS,us-west-2,123456789012,rds-mysql-replica-dev,db.t3.medium,Development,Backend,AdminPortal
id-aws-58,22.50,2026-06-05T00:00:00Z,AmazonEC2,us-east-1,123456789012,nat-0123456789abcdef0,NatGateway-Hours,Production,Ops,Infrastructure
id-aws-59,3.60,2026-06-05T00:00:00Z,AmazonEC2,us-east-1,123456789012,eipalloc-01234567,ElasticIP:Idle,Development,Ops,Infrastructure
id-aws-60,2.40,2026-06-05T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,PublicIPv4:Charge,Production,Frontend,WebSaaS
id-aws-61,4.50,2026-06-05T00:00:00Z,AmazonEC2,us-east-1,123456789012,vol-0a1b2c3d4e5f6g7h8,EBS:Volume,Staging,Ops,Infrastructure
id-aws-62,6.00,2026-06-05T00:00:00Z,AmazonEC2,us-east-1,123456789012,snap-0987654321fedcba,EBS:Snapshot,Production,Ops,Infrastructure
id-aws-63,8.20,2026-06-05T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,DataTransfer-Regional-Bytes,Production,Backend,WebSaaS
id-aws-64,7.80,2026-06-05T00:00:00Z,AmazonCloudWatch,us-east-1,123456789012,log-group-prod-app,CloudWatch-Logs,Production,Backend,WebSaaS
id-aws-65,12.00,2026-06-05T00:00:00Z,AWSELB,us-west-2,123456789012,alb-dev-internal,ElasticLoadBalancing:Idle,Development,Ops,AdminPortal
id-aws-66,48.00,2026-06-06T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,BoxUsage:m5.xlarge,Production,Frontend,WebSaaS
id-aws-67,24.00,2026-06-06T00:00:00Z,AmazonEC2,us-west-2,123456789012,i-0dev987654321abc0,BoxUsage:t3.xlarge,Development,QA,AdminPortal
id-aws-68,12.50,2026-06-06T00:00:00Z,AmazonS3,us-east-1,123456789012,s3-media-assets,TimedStorage-ByteHrs,Production,Frontend,WebSaaS
id-aws-69,35.00,2026-06-06T00:00:00Z,AmazonRDS,us-east-1,123456789012,rds-mysql-prod,db.m5.large,Production,Backend,WebSaaS
id-aws-70,18.00,2026-06-06T00:00:00Z,AmazonRDS,us-west-2,123456789012,rds-mysql-replica-dev,db.t3.medium,Development,Backend,AdminPortal
id-aws-71,22.50,2026-06-06T00:00:00Z,AmazonEC2,us-east-1,123456789012,nat-0123456789abcdef0,NatGateway-Hours,Production,Ops,Infrastructure
id-aws-72,3.60,2026-06-06T00:00:00Z,AmazonEC2,us-east-1,123456789012,eipalloc-01234567,ElasticIP:Idle,Development,Ops,Infrastructure
id-aws-73,2.40,2026-06-06T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,PublicIPv4:Charge,Production,Frontend,WebSaaS
id-aws-74,4.50,2026-06-06T00:00:00Z,AmazonEC2,us-east-1,123456789012,vol-0a1b2c3d4e5f6g7h8,EBS:Volume,Staging,Ops,Infrastructure
id-aws-75,6.00,2026-06-06T00:00:00Z,AmazonEC2,us-east-1,123456789012,snap-0987654321fedcba,EBS:Snapshot,Production,Ops,Infrastructure
id-aws-76,8.20,2026-06-06T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,DataTransfer-Regional-Bytes,Production,Backend,WebSaaS
id-aws-77,7.80,2026-06-06T00:00:00Z,AmazonCloudWatch,us-east-1,123456789012,log-group-prod-app,CloudWatch-Logs,Production,Backend,WebSaaS
id-aws-78,12.00,2026-06-06T00:00:00Z,AWSELB,us-west-2,123456789012,alb-dev-internal,ElasticLoadBalancing:Idle,Development,Ops,AdminPortal
id-aws-79,48.00,2026-06-07T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,BoxUsage:m5.xlarge,Production,Frontend,WebSaaS
id-aws-80,24.00,2026-06-07T00:00:00Z,AmazonEC2,us-west-2,123456789012,i-0dev987654321abc0,BoxUsage:t3.xlarge,Development,QA,AdminPortal
id-aws-81,12.50,2026-06-07T00:00:00Z,AmazonS3,us-east-1,123456789012,s3-media-assets,TimedStorage-ByteHrs,Production,Frontend,WebSaaS
id-aws-82,35.00,2026-06-07T00:00:00Z,AmazonRDS,us-east-1,123456789012,rds-mysql-prod,db.m5.large,Production,Backend,WebSaaS
id-aws-83,18.00,2026-06-07T00:00:00Z,AmazonRDS,us-west-2,123456789012,rds-mysql-replica-dev,db.t3.medium,Development,Backend,AdminPortal
id-aws-84,22.50,2026-06-07T00:00:00Z,AmazonEC2,us-east-1,123456789012,nat-0123456789abcdef0,NatGateway-Hours,Production,Ops,Infrastructure
id-aws-85,3.60,2026-06-07T00:00:00Z,AmazonEC2,us-east-1,123456789012,eipalloc-01234567,ElasticIP:Idle,Development,Ops,Infrastructure
id-aws-86,2.40,2026-06-07T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,PublicIPv4:Charge,Production,Frontend,WebSaaS
id-aws-87,4.50,2026-06-07T00:00:00Z,AmazonEC2,us-east-1,123456789012,vol-0a1b2c3d4e5f6g7h8,EBS:Volume,Staging,Ops,Infrastructure
id-aws-88,6.00,2026-06-07T00:00:00Z,AmazonEC2,us-east-1,123456789012,snap-0987654321fedcba,EBS:Snapshot,Production,Ops,Infrastructure
id-aws-89,8.20,2026-06-07T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,DataTransfer-Regional-Bytes,Production,Backend,WebSaaS
id-aws-90,7.80,2026-06-07T00:00:00Z,AmazonCloudWatch,us-east-1,123456789012,log-group-prod-app,CloudWatch-Logs,Production,Backend,WebSaaS
id-aws-91,12.00,2026-06-07T00:00:00Z,AWSELB,us-west-2,123456789012,alb-dev-internal,ElasticLoadBalancing:Idle,Development,Ops,AdminPortal
id-aws-92,48.00,2026-06-08T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,BoxUsage:m5.xlarge,Production,Frontend,WebSaaS
id-aws-93,24.00,2026-06-08T00:00:00Z,AmazonEC2,us-west-2,123456789012,i-0dev987654321abc0,BoxUsage:t3.xlarge,Development,QA,AdminPortal
id-aws-94,12.50,2026-06-08T00:00:00Z,AmazonS3,us-east-1,123456789012,s3-media-assets,TimedStorage-ByteHrs,Production,Frontend,WebSaaS
id-aws-95,35.00,2026-06-08T00:00:00Z,AmazonRDS,us-east-1,123456789012,rds-mysql-prod,db.m5.large,Production,Backend,WebSaaS
id-aws-96,18.00,2026-06-08T00:00:00Z,AmazonRDS,us-west-2,123456789012,rds-mysql-replica-dev,db.t3.medium,Development,Backend,AdminPortal
id-aws-97,22.50,2026-06-08T00:00:00Z,AmazonEC2,us-east-1,123456789012,nat-0123456789abcdef0,NatGateway-Hours,Production,Ops,Infrastructure
id-aws-98,3.60,2026-06-08T00:00:00Z,AmazonEC2,us-east-1,123456789012,eipalloc-01234567,ElasticIP:Idle,Development,Ops,Infrastructure
id-aws-99,2.40,2026-06-08T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,PublicIPv4:Charge,Production,Frontend,WebSaaS
id-aws-100,4.50,2026-06-08T00:00:00Z,AmazonEC2,us-east-1,123456789012,vol-0a1b2c3d4e5f6g7h8,EBS:Volume,Staging,Ops,Infrastructure
id-aws-101,6.00,2026-06-08T00:00:00Z,AmazonEC2,us-east-1,123456789012,snap-0987654321fedcba,EBS:Snapshot,Production,Ops,Infrastructure
id-aws-102,8.20,2026-06-08T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,DataTransfer-Regional-Bytes,Production,Backend,WebSaaS
id-aws-103,7.80,2026-06-08T00:00:00Z,AmazonCloudWatch,us-east-1,123456789012,log-group-prod-app,CloudWatch-Logs,Production,Backend,WebSaaS
id-aws-104,12.00,2026-06-08T00:00:00Z,AWSELB,us-west-2,123456789012,alb-dev-internal,ElasticLoadBalancing:Idle,Development,Ops,AdminPortal
id-aws-105,48.00,2026-06-09T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,BoxUsage:m5.xlarge,Production,Frontend,WebSaaS
id-aws-106,24.00,2026-06-09T00:00:00Z,AmazonEC2,us-west-2,123456789012,i-0dev987654321abc0,BoxUsage:t3.xlarge,Development,QA,AdminPortal
id-aws-107,12.50,2026-06-09T00:00:00Z,AmazonS3,us-east-1,123456789012,s3-media-assets,TimedStorage-ByteHrs,Production,Frontend,WebSaaS
id-aws-108,35.00,2026-06-09T00:00:00Z,AmazonRDS,us-east-1,123456789012,rds-mysql-prod,db.m5.large,Production,Backend,WebSaaS
id-aws-109,18.00,2026-06-09T00:00:00Z,AmazonRDS,us-west-2,123456789012,rds-mysql-replica-dev,db.t3.medium,Development,Backend,AdminPortal
id-aws-110,22.50,2026-06-09T00:00:00Z,AmazonEC2,us-east-1,123456789012,nat-0123456789abcdef0,NatGateway-Hours,Production,Ops,Infrastructure
id-aws-111,3.60,2026-06-09T00:00:00Z,AmazonEC2,us-east-1,123456789012,eipalloc-01234567,ElasticIP:Idle,Development,Ops,Infrastructure
id-aws-112,2.40,2026-06-09T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,PublicIPv4:Charge,Production,Frontend,WebSaaS
id-aws-113,4.50,2026-06-09T00:00:00Z,AmazonEC2,us-east-1,123456789012,vol-0a1b2c3d4e5f6g7h8,EBS:Volume,Staging,Ops,Infrastructure
id-aws-114,6.00,2026-06-09T00:00:00Z,AmazonEC2,us-east-1,123456789012,snap-0987654321fedcba,EBS:Snapshot,Production,Ops,Infrastructure
id-aws-115,8.20,2026-06-09T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,DataTransfer-Regional-Bytes,Production,Backend,WebSaaS
id-aws-116,7.80,2026-06-09T00:00:00Z,AmazonCloudWatch,us-east-1,123456789012,log-group-prod-app,CloudWatch-Logs,Production,Backend,WebSaaS
id-aws-117,12.00,2026-06-09T00:00:00Z,AWSELB,us-west-2,123456789012,alb-dev-internal,ElasticLoadBalancing:Idle,Development,Ops,AdminPortal
id-aws-118,48.00,2026-06-10T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,BoxUsage:m5.xlarge,Production,Frontend,WebSaaS
id-aws-119,24.00,2026-06-10T00:00:00Z,AmazonEC2,us-west-2,123456789012,i-0dev987654321abc0,BoxUsage:t3.xlarge,Development,QA,AdminPortal
id-aws-120,12.50,2026-06-10T00:00:00Z,AmazonS3,us-east-1,123456789012,s3-media-assets,TimedStorage-ByteHrs,Production,Frontend,WebSaaS
id-aws-121,35.00,2026-06-10T00:00:00Z,AmazonRDS,us-east-1,123456789012,rds-mysql-prod,db.m5.large,Production,Backend,WebSaaS
id-aws-122,18.00,2026-06-10T00:00:00Z,AmazonRDS,us-west-2,123456789012,rds-mysql-replica-dev,db.t3.medium,Development,Backend,AdminPortal
id-aws-123,22.50,2026-06-10T00:00:00Z,AmazonEC2,us-east-1,123456789012,nat-0123456789abcdef0,NatGateway-Hours,Production,Ops,Infrastructure
id-aws-124,3.60,2026-06-10T00:00:00Z,AmazonEC2,us-east-1,123456789012,eipalloc-01234567,ElasticIP:Idle,Development,Ops,Infrastructure
id-aws-125,2.40,2026-06-10T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,PublicIPv4:Charge,Production,Frontend,WebSaaS
id-aws-126,4.50,2026-06-10T00:00:00Z,AmazonEC2,us-east-1,123456789012,vol-0a1b2c3d4e5f6g7h8,EBS:Volume,Staging,Ops,Infrastructure
id-aws-127,6.00,2026-06-10T00:00:00Z,AmazonEC2,us-east-1,123456789012,snap-0987654321fedcba,EBS:Snapshot,Production,Ops,Infrastructure
id-aws-128,8.20,2026-06-10T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,DataTransfer-Regional-Bytes,Production,Backend,WebSaaS
id-aws-129,7.80,2026-06-10T00:00:00Z,AmazonCloudWatch,us-east-1,123456789012,log-group-prod-app,CloudWatch-Logs,Production,Backend,WebSaaS
id-aws-130,12.00,2026-06-10T00:00:00Z,AWSELB,us-west-2,123456789012,alb-dev-internal,ElasticLoadBalancing:Idle,Development,Ops,AdminPortal
id-aws-131,48.00,2026-06-11T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,BoxUsage:m5.xlarge,Production,Frontend,WebSaaS
id-aws-132,24.00,2026-06-11T00:00:00Z,AmazonEC2,us-west-2,123456789012,i-0dev987654321abc0,BoxUsage:t3.xlarge,Development,QA,AdminPortal
id-aws-133,12.50,2026-06-11T00:00:00Z,AmazonS3,us-east-1,123456789012,s3-media-assets,TimedStorage-ByteHrs,Production,Frontend,WebSaaS
id-aws-134,35.00,2026-06-11T00:00:00Z,AmazonRDS,us-east-1,123456789012,rds-mysql-prod,db.m5.large,Production,Backend,WebSaaS
id-aws-135,18.00,2026-06-11T00:00:00Z,AmazonRDS,us-west-2,123456789012,rds-mysql-replica-dev,db.t3.medium,Development,Backend,AdminPortal
id-aws-136,22.50,2026-06-11T00:00:00Z,AmazonEC2,us-east-1,123456789012,nat-0123456789abcdef0,NatGateway-Hours,Production,Ops,Infrastructure
id-aws-137,3.60,2026-06-11T00:00:00Z,AmazonEC2,us-east-1,123456789012,eipalloc-01234567,ElasticIP:Idle,Development,Ops,Infrastructure
id-aws-138,2.40,2026-06-11T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,PublicIPv4:Charge,Production,Frontend,WebSaaS
id-aws-139,4.50,2026-06-11T00:00:00Z,AmazonEC2,us-east-1,123456789012,vol-0a1b2c3d4e5f6g7h8,EBS:Volume,Staging,Ops,Infrastructure
id-aws-140,6.00,2026-06-11T00:00:00Z,AmazonEC2,us-east-1,123456789012,snap-0987654321fedcba,EBS:Snapshot,Production,Ops,Infrastructure
id-aws-141,8.20,2026-06-11T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,DataTransfer-Regional-Bytes,Production,Backend,WebSaaS
id-aws-142,7.80,2026-06-11T00:00:00Z,AmazonCloudWatch,us-east-1,123456789012,log-group-prod-app,CloudWatch-Logs,Production,Backend,WebSaaS
id-aws-143,12.00,2026-06-11T00:00:00Z,AWSELB,us-west-2,123456789012,alb-dev-internal,ElasticLoadBalancing:Idle,Development,Ops,AdminPortal
id-aws-144,48.00,2026-06-12T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,BoxUsage:m5.xlarge,Production,Frontend,WebSaaS
id-aws-145,24.00,2026-06-12T00:00:00Z,AmazonEC2,us-west-2,123456789012,i-0dev987654321abc0,BoxUsage:t3.xlarge,Development,QA,AdminPortal
id-aws-146,12.50,2026-06-12T00:00:00Z,AmazonS3,us-east-1,123456789012,s3-media-assets,TimedStorage-ByteHrs,Production,Frontend,WebSaaS
id-aws-147,35.00,2026-06-12T00:00:00Z,AmazonRDS,us-east-1,123456789012,rds-mysql-prod,db.m5.large,Production,Backend,WebSaaS
id-aws-148,18.00,2026-06-12T00:00:00Z,AmazonRDS,us-west-2,123456789012,rds-mysql-replica-dev,db.t3.medium,Development,Backend,AdminPortal
id-aws-149,22.50,2026-06-12T00:00:00Z,AmazonEC2,us-east-1,123456789012,nat-0123456789abcdef0,NatGateway-Hours,Production,Ops,Infrastructure
id-aws-150,3.60,2026-06-12T00:00:00Z,AmazonEC2,us-east-1,123456789012,eipalloc-01234567,ElasticIP:Idle,Development,Ops,Infrastructure
id-aws-151,2.40,2026-06-12T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,PublicIPv4:Charge,Production,Frontend,WebSaaS
id-aws-152,4.50,2026-06-12T00:00:00Z,AmazonEC2,us-east-1,123456789012,vol-0a1b2c3d4e5f6g7h8,EBS:Volume,Staging,Ops,Infrastructure
id-aws-153,6.00,2026-06-12T00:00:00Z,AmazonEC2,us-east-1,123456789012,snap-0987654321fedcba,EBS:Snapshot,Production,Ops,Infrastructure
id-aws-154,8.20,2026-06-12T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,DataTransfer-Regional-Bytes,Production,Backend,WebSaaS
id-aws-155,7.80,2026-06-12T00:00:00Z,AmazonCloudWatch,us-east-1,123456789012,log-group-prod-app,CloudWatch-Logs,Production,Backend,WebSaaS
id-aws-156,12.00,2026-06-12T00:00:00Z,AWSELB,us-west-2,123456789012,alb-dev-internal,ElasticLoadBalancing:Idle,Development,Ops,AdminPortal
id-aws-157,48.00,2026-06-13T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,BoxUsage:m5.xlarge,Production,Frontend,WebSaaS
id-aws-158,24.00,2026-06-13T00:00:00Z,AmazonEC2,us-west-2,123456789012,i-0dev987654321abc0,BoxUsage:t3.xlarge,Development,QA,AdminPortal
id-aws-159,12.50,2026-06-13T00:00:00Z,AmazonS3,us-east-1,123456789012,s3-media-assets,TimedStorage-ByteHrs,Production,Frontend,WebSaaS
id-aws-160,35.00,2026-06-13T00:00:00Z,AmazonRDS,us-east-1,123456789012,rds-mysql-prod,db.m5.large,Production,Backend,WebSaaS
id-aws-161,18.00,2026-06-13T00:00:00Z,AmazonRDS,us-west-2,123456789012,rds-mysql-replica-dev,db.t3.medium,Development,Backend,AdminPortal
id-aws-162,22.50,2026-06-13T00:00:00Z,AmazonEC2,us-east-1,123456789012,nat-0123456789abcdef0,NatGateway-Hours,Production,Ops,Infrastructure
id-aws-163,3.60,2026-06-13T00:00:00Z,AmazonEC2,us-east-1,123456789012,eipalloc-01234567,ElasticIP:Idle,Development,Ops,Infrastructure
id-aws-164,2.40,2026-06-13T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,PublicIPv4:Charge,Production,Frontend,WebSaaS
id-aws-165,4.50,2026-06-13T00:00:00Z,AmazonEC2,us-east-1,123456789012,vol-0a1b2c3d4e5f6g7h8,EBS:Volume,Staging,Ops,Infrastructure
id-aws-166,6.00,2026-06-13T00:00:00Z,AmazonEC2,us-east-1,123456789012,snap-0987654321fedcba,EBS:Snapshot,Production,Ops,Infrastructure
