Date,SubscriptionId,ServiceDisplayName,ResourceLocation,CostInBillingCurrency,InstanceId,ResourceGroupName,Tags
2026-06-06 00:00:00,sub-azure-999,SQL Database,eastus,42.00,sql-prod-db,rg-prod-data,"environment:Production;team:Backend;application:WebSaaS"
2026-06-06 00:00:00,sub-azure-999,Log Analytics,eastus,15.00,la-workspace-prod,rg-prod-ops,"environment:Production;team:Ops;application:Infrastructure"
2026-06-06 00:00:00,sub-azure-999,Azure Firewall,eastus,28.80,fw-prod-east,rg-prod-network,"environment:Production;team:Ops;application:Infrastructure"
2026-06-06 00:00:00,sub-azure-999,VPN Gateway,westus2,11.50,vpn-dev-gateway,rg-dev-network,"environment:Development;team:Ops;application:AdminPortal"
2026-06-06 00:00:00,sub-azure-999,Managed Disks,eastus,5.20,disk-unattached-01,rg-prod-storage,"environment:Production;team:Ops;application:Infrastructure"
2026-06-06 00:00:00,sub-azure-999,Public IP Addresses,eastus,1.80,ip-unused-02,rg-prod-network,"environment:Production;team:Ops;application:Infrastructure"
2026-06-07 00:00:00,sub-azure-999,Virtual Machines,eastus,65.00,vm-prod-13,rg-prod-web,"environment:Production;team:Frontend;application:WebSaaS"
2026-06-07 00:00:00,sub-azure-999,Virtual Machines,westus,30.00,vm-dev-14,rg-dev-qa,"environment:Development;team:QA;application:AdminPortal"
2026-06-07 00:00:00,sub-azure-999,SQL Database,eastus,42.00,sql-prod-db,rg-prod-data,"environment:Production;team:Backend;application:WebSaaS"
2026-06-07 00:00:00,sub-azure-999,Log Analytics,eastus,15.00,la-workspace-prod,rg-prod-ops,"environment:Production;team:Ops;application:Infrastructure"
2026-06-07 00:00:00,sub-azure-999,Azure Firewall,eastus,28.80,fw-prod-east,rg-prod-network,"environment:Production;team:Ops;application:Infrastructure"
2026-06-07 00:00:00,sub-azure-999,VPN Gateway,westus2,11.50,vpn-dev-gateway,rg-dev-network,"environment:Development;team:Ops;application:AdminPortal"
2026-06-07 00:00:00,sub-azure-999,Managed Disks,eastus,5.20,disk-unattached-01,rg-prod-storage,"environment:Production;team:Ops;application:Infrastructure"
2026-06-07 00:00:00,sub-azure-999,Public IP Addresses,eastus,1.80,ip-unused-02,rg-prod-network,"environment:Production;team:Ops;application:Infrastructure"
2026-06-08 00:00:00,sub-azure-999,Virtual Machines,eastus,65.00,vm-prod-15,rg-prod-web,"environment:Production;team:Frontend;application:WebSaaS"
2026-06-08 00:00:00,sub-azure-999,Virtual Machines,westus,30.00,vm-dev-16,rg-dev-qa,"environment:Development;team:QA;application:AdminPortal"
2026-06-08 00:00:00,sub-azure-999,SQL Database,eastus,42.00,sql-prod-db,rg-prod-data,"environment:Production;team:Backend;application:WebSaaS"
2026-06-08 00:00:00,sub-azure-999,Log Analytics,eastus,15.00,la-workspace-prod,rg-prod-ops,"environment:Production;team:Ops;application:Infrastructure"
2026-06-08 00:00:00,sub-azure-999,Azure Firewall,eastus,28.80,fw-prod-east,rg-prod-network,"environment:Production;team:Ops;application:Infrastructure"
2026-06-08 00:00:00,sub-azure-999,VPN Gateway,westus2,11.50,vpn-dev-gateway,rg-dev-network,"environment:Development;team:Ops;application:AdminPortal"
2026-06-08 00:00:00,sub-azure-999,Managed Disks,eastus,5.20,disk-unattached-01,rg-prod-storage,"environment:Production;team:Ops;application:Infrastructure"
2026-06-08 00:00:00,sub-azure-999,Public IP Addresses,eastus,1.80,ip-unused-02,rg-prod-network,"environment:Production;team:Ops;application:Infrastructure"
2026-06-09 00:00:00,sub-azure-999,Virtual Machines,eastus,65.00,vm-prod-17,rg-prod-web,"environment:Production;team:Frontend;application:WebSaaS"
2026-06-09 00:00:00,sub-azure-999,Virtual Machines,westus,30.00,vm-dev-18,rg-dev-qa,"environment:Development;team:QA;application:AdminPortal"
2026-06-09 00:00:00,sub-azure-999,SQL Database,eastus,42.00,sql-prod-db,rg-prod-data,"environment:Production;team:Backend;application:WebSaaS"
2026-06-09 00:00:00,sub-azure-999,Log Analytics,eastus,15.00,la-workspace-prod,rg-prod-ops,"environment:Production;team:Ops;application:Infrastructure"
2026-06-09 00:00:00,sub-azure-999,Azure Firewall,eastus,28.80,fw-prod-east,rg-prod-network,"environment:Production;team:Ops;application:Infrastructure"
2026-06-09 00:00:00,sub-azure-999,VPN Gateway,westus2,11.50,vpn-dev-gateway,rg-dev-network,"environment:Development;team:Ops;application:AdminPortal"
2026-06-09 00:00:00,sub-azure-999,Managed Disks,eastus,5.20,disk-unattached-01,rg-prod-storage,"environment:Production;team:Ops;application:Infrastructure"
2026-06-09 00:00:00,sub-azure-999,Public IP Addresses,eastus,1.80,ip-unused-02,rg-prod-network,"environment:Production;team:Ops;application:Infrastructure"
2026-06-10 00:00:00,sub-azure-999,Virtual Machines,eastus,65.00,vm-prod-19,rg-prod-web,"environment:Production;team:Frontend;application:WebSaaS"
2026-06-10 00:00:00,sub-azure-999,Virtual Machines,westus,30.00,vm-dev-20,rg-dev-qa,"environment:Development;team:QA;application:AdminPortal"
2026-06-10 00:00:00,sub-azure-999,SQL Database,eastus,42.00,sql-prod-db,rg-prod-data,"environment:Production;team:Backend;application:WebSaaS"
2026-06-10 00:00:00,sub-azure-999,Log Analytics,eastus,15.00,la-workspace-prod,rg-prod-ops,"environment:Production;team:Ops;application:Infrastructure"
2026-06-10 00:00:00,sub-azure-999,Azure Firewall,eastus,28.80,fw-prod-east,rg-prod-network,"environment:Production;team:Ops;application:Infrastructure"
2026-06-10 00:00:00,sub-azure-999,VPN Gateway,westus2,11.50,vpn-dev-gateway,rg-dev-network,"environment:Development;team:Ops;application:AdminPortal"
2026-06-10 00:00:00,sub-azure-999,Managed Disks,eastus,5.20,disk-unattached-01,rg-prod-storage,"environment:Production;team:Ops;application:Infrastructure"
2026-06-10 00:00:00,sub-azure-999,Public IP Addresses,eastus,1.80,ip-unused-02,rg-prod-network,"environment:Production;team:Ops;application:Infrastructure"
2026-06-11 00:00:00,sub-azure-999,Virtual Machines,eastus,65.00,vm-prod-21,rg-prod-web,"environment:Production;team:Frontend;application:WebSaaS"
2026-06-11 00:00:00,sub-azure-999,Virtual Machines,westus,30.00,vm-dev-22,rg-dev-qa,"environment:Development;team:QA;application:AdminPortal"
2026-06-11 00:00:00,sub-azure-999,SQL Database,eastus,42.00,sql-prod-db,rg-prod-data,"environment:Production;team:Backend;application:WebSaaS"
2026-06-11 00:00:00,sub-azure-999,Log Analytics,eastus,15.00,la-workspace-prod,rg-prod-ops,"environment:Production;team:Ops;application:Infrastructure"
2026-06-11 00:00:00,sub-azure-999,Azure Firewall,eastus,28.80,fw-prod-east,rg-prod-network,"environment:Production;team:Ops;application:Infrastructure"
2026-06-11 00:00:00,sub-azure-999,VPN Gateway,westus2,11.50,vpn-dev-gateway,rg-dev-network,"environment:Development;team:Ops;application:AdminPortal"
2026-06-11 00:00:00,sub-azure-999,Managed Disks,eastus,5.20,disk-unattached-01,rg-prod-storage,"environment:Production;team:Ops;application:Infrastructure"
2026-06-11 00:00:00,sub-azure-999,Public IP Addresses,eastus,1.80,ip-unused-02,rg-prod-network,"environment:Production;team:Ops;application:Infrastructure"
2026-06-12 00:00:00,sub-azure-999,Virtual Machines,eastus,65.00,vm-prod-23,rg-prod-web,"environment:Production;team:Frontend;application:WebSaaS"
2026-06-12 00:00:00,sub-azure-999,Virtual Machines,westus,30.00,vm-dev-24,rg-dev-qa,"environment:Development;team:QA;application:AdminPortal"
2026-06-12 00:00:00,sub-azure-999,SQL Database,eastus,42.00,sql-prod-db,rg-prod-data,"environment:Production;team:Backend;application:WebSaaS"
2026-06-12 00:00:00,sub-azure-999,Log Analytics,eastus,15.00,la-workspace-prod,rg-prod-ops,"environment:Production;team:Ops;application:Infrastructure"
2026-06-12 00:00:00,sub-azure-999,Azure Firewall,eastus,28.80,fw-prod-east,rg-prod-network,"environment:Production;team:Ops;application:Infrastructure"
2026-06-12 00:00:00,sub-azure-999,VPN Gateway,westus2,11.50,vpn-dev-gateway,rg-dev-network,"environment:Development;team:Ops;application:AdminPortal"
2026-06-12 00:00:00,sub-azure-999,Managed Disks,eastus,5.20,disk-unattached-01,rg-prod-storage,"environment:Production;team:Ops;application:Infrastructure"
2026-06-12 00:00:00,sub-azure-999,Public IP Addresses,eastus,1.80,ip-unused-02,rg-prod-network,"environment:Production;team:Ops;application:Infrastructure"
2026-06-13 00:00:00,sub-azure-999,Virtual Machines,eastus,65.00,vm-prod-25,rg-prod-web,"environment:Production;team:Frontend;application:WebSaaS"
2026-06-13 00:00:00,sub-azure-999,Virtual Machines,westus,30.00,vm-dev-26,rg-dev-qa,"environment:Development;team:QA;application:AdminPortal"
2026-06-13 00:00:00,sub-azure-999,SQL Database,eastus,42.00,sql-prod-db,rg-prod-data,"environment:Production;team:Backend;application:WebSaaS"
2026-06-13 00:00:00,sub-azure-999,Log Analytics,eastus,15.00,la-workspace-prod,rg-prod-ops,"environment:Production;team:Ops;application:Infrastructure"
2026-06-13 00:00:00,sub-azure-999,Azure Firewall,eastus,28.80,fw-prod-east,rg-prod-network,"environment:Production;team:Ops;application:Infrastructure"
2026-06-13 00:00:00,sub-azure-999,VPN Gateway,westus2,11.50,vpn-dev-gateway,rg-dev-network,"environment:Development;team:Ops;application:AdminPortal"
2026-06-13 00:00:00,sub-azure-999,Managed Disks,eastus,5.20,disk-unattached-01,rg-prod-storage,"environment:Production;team:Ops;application:Infrastructure"
2026-06-13 00:00:00,sub-azure-999,Public IP Addresses,eastus,1.80,ip-unused-02,rg-prod-network,"environment:Production;team:Ops;application:Infrastructure"
2026-06-14 00:00:00,sub-azure-999,Virtual Machines,eastus,65.00,vm-prod-27,rg-prod-web,"environment:Production;team:Frontend;application:WebSaaS"
2026-06-14 00:00:00,sub-azure-999,Virtual Machines,westus,30.00,vm-dev-28,rg-dev-qa,"environment:Development;team:QA;application:AdminPortal"
2026-06-14 00:00:00,sub-azure-999,SQL Database,eastus,42.00,sql-prod-db,rg-prod-data,"environment:Production;team:Backend;application:WebSaaS"
2026-06-14 00:00:00,sub-azure-999,Log Analytics,eastus,15.00,la-workspace-prod,rg-prod-ops,"environment:Production;team:Ops;application:Infrastructure"
2026-06-14 00:00:00,sub-azure-999,Azure Firewall,eastus,28.80,fw-prod-east,rg-prod-network,"environment:Production;team:Ops;application:Infrastructure"
2026-06-14 00:00:00,sub-azure-999,VPN Gateway,westus2,11.50,vpn-dev-gateway,rg-dev-network,"environment:Development;team:Ops;application:AdminPortal"
2026-06-14 00:00:00,sub-azure-999,Managed Disks,eastus,5.20,disk-unattached-01,rg-prod-storage,"environment:Production;team:Ops;application:Infrastructure"
2026-06-14 00:00:00,sub-azure-999,Public IP Addresses,eastus,1.80,ip-unused-02,rg-prod-network,"environment:Production;team:Ops;application:Infrastructure"
2026-06-15 00:00:00,sub-azure-999,Virtual Machines,eastus,65.00,vm-prod-29,rg-prod-web,"environment:Production;team:Frontend;application:WebSaaS"
2026-06-15 00:00:00,sub-azure-999,Virtual Machines,westus,30.00,vm-dev-30,rg-dev-qa,"environment:Development;team:QA;application:AdminPortal"
2026-06-15 00:00:00,sub-azure-999,SQL Database,eastus,42.00,sql-prod-db,rg-prod-data,"environment:Production;team:Backend;application:WebSaaS"
2026-06-15 00:00:00,sub-azure-999,Log Analytics,eastus,15.00,la-workspace-prod,rg-prod-ops,"environment:Production;team:Ops;application:Infrastructure"
2026-06-15 00:00:00,sub-azure-999,Azure Firewall,eastus,28.80,fw-prod-east,rg-prod-network,"environment:Production;team:Ops;application:Infrastructure"
2026-06-15 00:00:00,sub-azure-999,VPN Gateway,westus2,11.50,vpn-dev-gateway,rg-dev-network,"environment:Development;team:Ops;application:AdminPortal"
2026-06-15 00:00:00,sub-azure-999,Managed Disks,eastus,5.20,disk-unattached-01,rg-prod-storage,"environment:Production;team:Ops;application:Infrastructure"
2026-06-15 00:00:00,sub-azure-999,Public IP Addresses,eastus,1.80,ip-unused-02,rg-prod-network,"environment:Production;team:Ops;application:Infrastructure"
2026-06-16 00:00:00,sub-azure-999,Virtual Machines,eastus,65.00,vm-prod-31,rg-prod-web,"environment:Production;team:Frontend;application:WebSaaS"
2026-06-16 00:00:00,sub-azure-999,Virtual Machines,westus,30.00,vm-dev-32,rg-dev-qa,"environment:Development;team:QA;application:AdminPortal"
2026-06-16 00:00:00,sub-azure-999,SQL Database,eastus,42.00,sql-prod-db,rg-prod-data,"environment:Production;team:Backend;application:WebSaaS"
2026-06-16 00:00:00,sub-azure-999,Log Analytics,eastus,15.00,la-workspace-prod,rg-prod-ops,"environment:Production;team:Ops;application:Infrastructure"
2026-06-16 00:00:00,sub-azure-999,Azure Firewall,eastus,28.80,fw-prod-east,rg-prod-network,"environment:Production;team:Ops;application:Infrastructure"
2026-06-16 00:00:00,sub-azure-999,VPN Gateway,westus2,11.50,vpn-dev-gateway,rg-dev-network,"environment:Development;team:Ops;application:AdminPortal"
2026-06-16 00:00:00,sub-azure-999,Managed Disks,eastus,5.20,disk-unattached-01,rg-prod-storage,"environment:Production;team:Ops;application:Infrastructure"
2026-06-16 00:00:00,sub-azure-999,Public IP Addresses,eastus,1.80,ip-unused-02,rg-prod-network,"environment:Production;team:Ops;application:Infrastructure"
2026-06-17 00:00:00,sub-azure-999,Virtual Machines,eastus,65.00,vm-prod-33,rg-prod-web,"environment:Production;team:Frontend;application:WebSaaS"
2026-06-17 00:00:00,sub-azure-999,Virtual Machines,westus,30.00,vm-dev-34,rg-dev-qa,"environment:Development;team:QA;application:AdminPortal"
2026-06-17 00:00:00,sub-azure-999,SQL Database,eastus,42.00,sql-prod-db,rg-prod-data,"environment:Production;team:Backend;application:WebSaaS"
2026-06-17 00:00:00,sub-azure-999,Log Analytics,eastus,15.00,la-workspace-prod,rg-prod-ops,"environment:Production;team:Ops;application:Infrastructure"
2026-06-17 00:00:00,sub-azure-999,Azure Firewall,eastus,28.80,fw-prod-east,rg-prod-network,"environment:Production;team:Ops;application:Infrastructure"
2026-06-17 00:00:00,sub-azure-999,VPN Gateway,westus2,11.50,vpn-dev-gateway,rg-dev-network,"environment:Development;team:Ops;application:AdminPortal"
2026-06-17 00:00:00,sub-azure-999,Managed Disks,eastus,5.20,disk-unattached-01,rg-prod-storage,"environment:Production;team:Ops;application:Infrastructure"
2026-06-17 00:00:00,sub-azure-999,Public IP Addresses,eastus,1.80,ip-unused-02,rg-prod-network,"environment:Production;team:Ops;application:Infrastructure"
2026-06-18 00:00:00,sub-azure-999,Virtual Machines,eastus,65.00,vm-prod-35,rg-prod-web,"environment:Production;team:Frontend;application:WebSaaS"
2026-06-18 00:00:00,sub-azure-999,Virtual Machines,westus,30.00,vm-dev-36,rg-dev-qa,"environment:Development;team:QA;application:AdminPortal"
2026-06-18 00:00:00,sub-azure-999,SQL Database,eastus,42.00,sql-prod-db,rg-prod-data,"environment:Production;team:Backend;application:WebSaaS"
2026-06-18 00:00:00,sub-azure-999,Log Analytics,eastus,15.00,la-workspace-prod,rg-prod-ops,"environment:Production;team:Ops;application:Infrastructure"
2026-06-18 00:00:00,sub-azure-999,Azure Firewall,eastus,28.80,fw-prod-east,rg-prod-network,"environment:Production;team:Ops;application:Infrastructure"
2026-06-18 00:00:00,sub-azure-999,VPN Gateway,westus2,11.50,vpn-dev-gateway,rg-dev-network,"environment:Development;team:Ops;application:AdminPortal"
2026-06-18 00:00:00,sub-azure-999,Managed Disks,eastus,5.20,disk-unattached-01,rg-prod-storage,"environment:Production;team:Ops;application:Infrastructure"
2026-06-18 00:00:00,sub-azure-999,Public IP Addresses,eastus,1.80,ip-unused-02,rg-prod-network,"environment:Production;team:Ops;application:Infrastructure"
2026-06-19 00:00:00,sub-azure-999,Virtual Machines,eastus,65.00,vm-prod-37,rg-prod-web,"environment:Production;team:Frontend;application:WebSaaS"
2026-06-19 00:00:00,sub-azure-999,Virtual Machines,westus,30.00,vm-dev-38,rg-dev-qa,"environment:Development;team:QA;application:AdminPortal"
2026-06-19 00:00:00,sub-azure-999,SQL Database,eastus,42.00,sql-prod-db,rg-prod-data,"environment:Production;team:Backend;application:WebSaaS"
2026-06-19 00:00:00,sub-azure-999,Log Analytics,eastus,15.00,la-workspace-prod,rg-prod-ops,"environment:Production;team:Ops;application:Infrastructure"
2026-06-19 00:00:00,sub-azure-999,Azure Firewall,eastus,28.80,fw-prod-east,rg-prod-network,"environment:Production;team:Ops;application:Infrastructure"
2026-06-19 00:00:00,sub-azure-999,VPN Gateway,westus2,11.50,vpn-dev-gateway,rg-dev-network,"environment:Development;team:Ops;application:AdminPortal"
2026-06-19 00:00:00,sub-azure-999,Managed Disks,eastus,5.20,disk-unattached-01,rg-prod-storage,"environment:Production;team:Ops;application:Infrastructure"
2026-06-19 00:00:00,sub-azure-999,Public IP Addresses,eastus,1.80,ip-unused-02,rg-prod-network,"environment:Production;team:Ops;application:Infrastructure"
2026-06-20 00:00:00,sub-azure-999,Virtual Machines,eastus,65.00,vm-prod-39,rg-prod-web,"environment:Production;team:Frontend;application:WebSaaS"
2026-06-20 00:00:00,sub-azure-999,Virtual Machines,westus,30.00,vm-dev-40,rg-dev-qa,"environment:Development;team:QA;application:AdminPortal"
2026-06-20 00:00:00,sub-azure-999,SQL Database,eastus,42.00,sql-prod-db,rg-prod-data,"environment:Production;team:Backend;application:WebSaaS"
2026-06-20 00:00:00,sub-azure-999,Log Analytics,eastus,15.00,la-workspace-prod,rg-prod-ops,"environment:Production;team:Ops;application:Infrastructure"
2026-06-20 00:00:00,sub-azure-999,Azure Firewall,eastus,28.80,fw-prod-east,rg-prod-network,"environment:Production;team:Ops;application:Infrastructure"
2026-06-20 00:00:00,sub-azure-999,VPN Gateway,westus2,11.50,vpn-dev-gateway,rg-dev-network,"environment:Development;team:Ops;application:AdminPortal"
2026-06-20 00:00:00,sub-azure-999,Managed Disks,eastus,5.20,disk-unattached-01,rg-prod-storage,"environment:Production;team:Ops;application:Infrastructure"
2026-06-20 00:00:00,sub-azure-999,Public IP Addresses,eastus,1.80,ip-unused-02,rg-prod-network,"environment:Production;team:Ops;application:Infrastructure"
2026-06-21 00:00:00,sub-azure-999,Virtual Machines,eastus,65.00,vm-prod-41,rg-prod-web,"environment:Production;team:Frontend;application:WebSaaS"
2026-06-21 00:00:00,sub-azure-999,Virtual Machines,westus,30.00,vm-dev-42,rg-dev-qa,"environment:Development;team:QA;application:AdminPortal"
2026-06-21 00:00:00,sub-azure-999,SQL Database,eastus,42.00,sql-prod-db,rg-prod-data,"environment:Production;team:Backend;application:WebSaaS"
2026-06-21 00:00:00,sub-azure-999,Log Analytics,eastus,15.00,la-workspace-prod,rg-prod-ops,"environment:Production;team:Ops;application:Infrastructure"
2026-06-21 00:00:00,sub-azure-999,Azure Firewall,eastus,28.80,fw-prod-east,rg-prod-network,"environment:Production;team:Ops;application:Infrastructure"
2026-06-21 00:00:00,sub-azure-999,VPN Gateway,westus2,11.50,vpn-dev-gateway,rg-dev-network,"environment:Development;team:Ops;application:AdminPortal"
2026-06-21 00:00:00,sub-azure-999,Managed Disks,eastus,5.20,disk-unattached-01,rg-prod-storage,"environment:Production;team:Ops;application:Infrastructure"
2026-06-21 00:00:00,sub-azure-999,Public IP Addresses,eastus,1.80,ip-unused-02,rg-prod-network,"environment:Production;team:Ops;application:Infrastructure"
2026-06-22 00:00:00,sub-azure-999,Virtual Machines,eastus,65.00,vm-prod-43,rg-prod-web,"environment:Production;team:Frontend;application:WebSaaS"
2026-06-22 00:00:00,sub-azure-999,Virtual Machines,westus,30.00,vm-dev-44,rg-dev-qa,"environment:Development;team:QA;application:AdminPortal"
2026-06-22 00:00:00,sub-azure-999,SQL Database,eastus,42.00,sql-prod-db,rg-prod-data,"environment:Production;team:Backend;application:WebSaaS"
2026-06-22 00:00:00,sub-azure-999,Log Analytics,eastus,15.00,la-workspace-prod,rg-prod-ops,"environment:Production;team:Ops;application:Infrastructure"
2026-06-22 00:00:00,sub-azure-999,Azure Firewall,eastus,28.80,fw-prod-east,rg-prod-network,"environment:Production;team:Ops;application:Infrastructure"
2026-06-22 00:00:00,sub-azure-999,VPN Gateway,westus2,11.50,vpn-dev-gateway,rg-dev-network,"environment:Development;team:Ops;application:AdminPortal"
2026-06-22 00:00:00,sub-azure-999,Managed Disks,eastus,5.20,disk-unattached-01,rg-prod-storage,"environment:Production;team:Ops;application:Infrastructure"
2026-06-22 00:00:00,sub-azure-999,Public IP Addresses,eastus,1.80,ip-unused-02,rg-prod-network,"environment:Production;team:Ops;application:Infrastructure"
2026-06-23 00:00:00,sub-azure-999,Virtual Machines,eastus,65.00,vm-prod-45,rg-prod-web,"environment:Production;team:Frontend;application:WebSaaS"
2026-06-23 00:00:00,sub-azure-999,Virtual Machines,westus,30.00,vm-dev-46,rg-dev-qa,"environment:Development;team:QA;application:AdminPortal"
2026-06-23 00:00:00,sub-azure-999,SQL Database,eastus,42.00,sql-prod-db,rg-prod-data,"environment:Production;team:Backend;application:WebSaaS"
2026-06-23 00:00:00,sub-azure-999,Log Analytics,eastus,15.00,la-workspace-prod,rg-prod-ops,"environment:Production;team:Ops;application:Infrastructure"
2026-06-23 00:00:00,sub-azure-999,Azure Firewall,eastus,28.80,fw-prod-east,rg-prod-network,"environment:Production;team:Ops;application:Infrastructure"
